developer,game_count,avg_positive_ratio,total_owners,best_game,total_owners_M
Team Psykskallar,1,88.5,7500000.0,180,7.5
Team Ranger,1,66.8,350000.0,3771,0.35
Team Reptile,4,94.7,2200000.0,2445,2.2
Team SNEED,1,94.5,350000.0,4706,0.35
Team Salvato,2,96.7,8250000.0,187,8.25
Team Samoyed,1,86.9,750000.0,2188,0.75
Team Shifty,1,88.1,350000.0,4200,0.35
Team Soda,1,93.4,350000.0,3065,0.35
Team Sorcerobe,1,92.5,350000.0,4965,0.35
Team Summer Nightmare,1,55.0,150000.0,7475,0.15
Team Terrible,1,96.3,150000.0,8412,0.15
Team Tetrapod,2,95.5,300000.0,6906,0.3
Team WIBY,1,82.4,350000.0,4970,0.35
Team17,3,85.4,1850000.0,1627,1.85
Team17 Digital,1,57.8,350000.0,5325,0.35
Team17 Digital Ltd,11,76.8,6200000.0,1068,6.2
"Team17 Digital, Ghost Town Games",1,72.6,750000.0,2046,0.75
Team17 Software Ltd.,1,74.6,750000.0,2498,0.75
"Team17, Mouldy Toof Studios",1,90.6,3500000.0,457,3.5
Team9,2,96.4,500000.0,3428,0.5
TeamKRAMA,1,83.0,75000.0,9400,0.08
TeamNova,1,78.7,350000.0,4634,0.35
TeamSuneat,1,75.1,350000.0,4398,0.35
TechSmith Corporation,1,73.2,150000.0,9087,0.15
Techland,8,82.5,30250000.0,71,30.25
TechnoTal,1,92.9,150000.0,6162,0.15
Technocrat Games,1,94.3,150000.0,7472,0.15
Technomancy Studios,1,87.8,350000.0,5600,0.35
Teeworlds Team,1,88.4,1500000.0,1276,1.5
Teku Studios,1,78.2,350000.0,5554,0.35
Telepaths Tree,1,48.0,350000.0,4536,0.35
Telltale,8,87.4,5150000.0,1084,5.15
Telltale Games,15,86.7,14600000.0,329,14.6
Temple Gates Games,1,86.3,350000.0,4577,0.35
"Tendershoot, A Jolly Corpse",1,92.8,150000.0,9100,0.15
"Tendershoot, Michael Lasch, ThatWhichIs Media",1,96.9,350000.0,4635,0.35
"TendoGames Co., Ltd.",1,76.2,150000.0,7066,0.15
Teneke Kafalar,2,88.4,900000.0,2306,0.9
Tengsten,1,80.1,150000.0,8634,0.15
Tentacle Games,1,79.9,750000.0,2000,0.75
Teotl Studios,1,74.2,350000.0,3400,0.35
Tequila Works,1,95.0,350000.0,5322,0.35
"Tequila Works, Abstraction Games",1,71.2,150000.0,6742,0.15
"Tequila Works, QLOC",1,90.3,350000.0,3151,0.35
"Tequila Works, S.L.",1,78.7,750000.0,2418,0.75
Terapoly,1,80.6,350000.0,5326,0.35
"Terletski Games, RIKANIMATION",1,84.0,350000.0,4939,0.35
Terminal Reality,1,89.9,150000.0,7527,0.15
Tero Lunkka,2,44.2,300000.0,7167,0.3
"Tero Lunkka, Mikko Seppälä",1,51.5,150000.0,7084,0.15
"Terri Vellmann, Doseone",3,90.0,650000.0,4129,0.65
Terrible Posture Games,1,80.5,350000.0,3702,0.35
"Terrible Posture Games, Grip Digital",1,76.1,150000.0,6877,0.15
Terrible Toybox,3,90.9,1650000.0,2094,1.65
Terry Cavanagh,3,94.3,2600000.0,1302,2.6
Test3 Projects,1,84.8,750000.0,2448,0.75
TetraScope,1,96.4,350000.0,5206,0.35
Texel Raptor,1,94.5,750000.0,2150,0.75
Teyon,5,75.3,2075000.0,1941,2.08
ThankCreate Studio,1,91.5,350000.0,4380,0.35
"That Fish, That Other Fish",1,89.8,150000.0,8895,0.15
The Archotek Project Team,1,54.7,350000.0,2950,0.35
The Artistocrats,2,83.0,700000.0,2980,0.7
The Astronauts,2,90.7,1100000.0,2289,1.1
The Battle Grounds Game Development Team,1,86.2,350000.0,4166,0.35
The Battle for Wesnoth Project,1,94.1,750000.0,2325,0.75
The Bearded Ladies,2,84.9,900000.0,1561,0.9
The Behemoth,4,93.8,11500000.0,100,11.5
The Body VR LLC,1,91.8,75000.0,9731,0.08
The Cat Hive Developers,1,94.5,150000.0,7959,0.15
The Chinese Room,2,79.4,1850000.0,1006,1.85
"The Chinese Room, Robert Briscoe",2,75.2,500000.0,3093,0.5
The Coalition,1,70.4,1500000.0,1403,1.5
"The Collective, General Arcade",1,89.0,150000.0,7704,0.15
The Creative Assembly,1,75.8,750000.0,2156,0.75
"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)",1,95.1,350000.0,3920,0.35
"The Dreamers Guild, QUByte Interactive",1,89.6,350000.0,3066,0.35
The Drone Racing League,1,84.2,150000.0,6179,0.15
The Dust S.A.,1,71.2,350000.0,4073,0.35
The Elephant Crew,1,95.0,750000.0,2563,0.75
The Farm 51,6,75.2,2300000.0,1807,2.3
The Fool's Studio,1,48.7,350000.0,3653,0.35
The Foregone Syndicate,2,80.4,700000.0,4992,0.7
The Fox Knocks,2,74.0,500000.0,3677,0.5
The Fun Pimps,1,88.6,15000000.0,73,15.0
The Game Bakers,2,90.6,1850000.0,1052,1.85
The Game Kitchen,3,92.0,2400000.0,796,2.4
The Gentlebros,3,95.2,850000.0,3052,0.85
The House of Fables,1,93.0,150000.0,8711,0.15
The Indie Stone,1,94.2,15000000.0,55,15.0
The Knights of Unity,2,87.6,1100000.0,2064,1.1
The Men Who Wear Many Hats,3,89.3,650000.0,5370,0.65
The Molasses Flood,2,77.0,900000.0,2510,0.9
The Munky,1,76.1,150000.0,9177,0.15
The Mustard Corporation,1,47.8,350000.0,5463,0.35
The Odd Gentlemen,2,89.0,500000.0,4762,0.5
The Outsiders,1,96.0,1500000.0,765,1.5
The Quadsphere,1,83.2,350000.0,5656,0.35
"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",1,60.1,350000.0,3999,0.35
The Scholastics,1,81.2,150000.0,6609,0.15
The Secret Games Company,1,88.0,350000.0,5409,0.35
"The Sims Studio, Maxis",1,86.7,3500000.0,568,3.5
The Simutrans Team,1,75.2,150000.0,6564,0.15
"The Software Farm, Sunlight Games, Sierra Entertainment",1,72.0,350000.0,4455,0.35
The Station,1,83.7,150000.0,7579,0.15
The Station Game ltd,1,85.8,75000.0,9520,0.08
The Story Mechanics,1,75.7,350000.0,3881,0.35
The Stranger,1,90.0,150000.0,9290,0.15
The Strangers,1,93.7,350000.0,4344,0.35
"The Studio of Secret6, Inc.",1,72.7,350000.0,5072,0.35
The Swordman Studio,1,94.9,750000.0,2294,0.75
The Vectromirror Initiative,1,85.3,150000.0,6910,0.15
"The Wall Productions Inc., Meridian4",1,64.5,350000.0,4480,0.35
The Wandering Band LLC,1,86.9,350000.0,5008,0.35
"The Water Museum, cockydoody, abmarnie, Cameron Ginex",1,96.9,350000.0,2768,0.35
The Wild Gentlemen,1,95.0,150000.0,6475,0.15
The Working Parts,1,84.1,150000.0,8689,0.15
The-Mark Entertainment,1,73.5,150000.0,7561,0.15
The_Kiddy,2,41.4,300000.0,6030,0.3
"Thekla, Inc.",2,89.8,1650000.0,1044,1.65
Theory Georgiou,1,47.0,75000.0,9807,0.08
Therefore Games,1,78.9,150000.0,6805,0.15
"Theresa Duringer, Pete Andstadt",1,91.2,350000.0,4093,0.35
Theta Division,1,83.1,150000.0,5754,0.15
Thibaud Michaud,1,75.8,150000.0,8186,0.15
ThinMatrix,1,92.6,150000.0,6275,0.15
Thing Trunk,2,82.8,1100000.0,1763,1.1
Think Arcade,1,94.8,350000.0,5220,0.35
ThinkOfGames,1,87.3,150000.0,8595,0.15
ThinkingStars,1,80.9,350000.0,2933,0.35
This Game Studio,1,72.5,150000.0,6492,0.15
Tholus,2,84.9,300000.0,8978,0.3
Thomas Bowker,1,95.7,350000.0,3196,0.35
Thomas Förg,1,41.6,150000.0,6585,0.15
Thomas Happ Games LLC,2,86.1,500000.0,4622,0.5
Thomas Moon Kang,2,94.8,500000.0,3115,0.5
Thorium,1,91.4,750000.0,2560,0.75
Thorne Games,3,82.9,450000.0,6633,0.45
Threaks,1,75.4,350000.0,4182,0.35
Three Fields Entertainment,1,47.5,150000.0,6793,0.15
Three Whales Studio,1,71.0,350000.0,5552,0.35
Throughline Games,1,89.9,150000.0,6574,0.15
Thunder Devs.,2,68.2,300000.0,6237,0.3
Thunder Lotus,3,84.9,5350000.0,543,5.35
ThunderLime,1,83.8,150000.0,7283,0.15
Thylacine Studios,1,94.4,350000.0,4543,0.35
TiGames,1,87.7,750000.0,2180,0.75
Tianmu Games,2,82.8,300000.0,8997,0.3
Tiburon,4,51.5,1600000.0,2600,1.6
TickTock Games,2,64.0,500000.0,4712,0.5
Tiger Style,1,88.8,350000.0,4034,0.35
"Tiger and Squid, Team17 Digital Ltd",1,67.7,150000.0,7571,0.15
Tigerish Games,1,83.3,350000.0,3939,0.35
"Tilted Mill Entertainment, Inc.",1,71.0,150000.0,6045,0.15
Tilting Point,1,65.6,350000.0,2883,0.35
Tim Conkling,1,87.9,150000.0,9230,0.15
Time To Kill,1,85.9,75000.0,9916,0.08
TimeGate Studios,1,78.5,750000.0,1943,0.75
TimeSymmetry,1,48.1,150000.0,8437,0.15
Timon Herzog,1,97.0,350000.0,4817,0.35
Tin Can Studio,1,84.7,150000.0,8443,0.15
Tin Man Games,2,77.4,300000.0,6431,0.3
Tindalos Interactive,5,61.4,2350000.0,1856,2.35
Tinogames Inc.,1,84.3,350000.0,3084,0.35
Tiny Forge Gaming,1,84.4,150000.0,7756,0.15
Tiny Lab Productions,1,74.8,150000.0,6607,0.15
Tiny Leviathan,1,47.8,150000.0,6010,0.15
Tiny Roar,1,84.1,150000.0,6521,0.15
Tiny Shiny Things,1,68.3,150000.0,7085,0.15
Tinymice Entertainment,1,85.4,150000.0,7821,0.15
Titan Forge Games,2,68.2,15750000.0,61,15.75
Titulum Enterprises Limited,1,72.9,750000.0,1915,0.75
Tlön Industries,1,75.9,350000.0,3606,0.35
"Tlön Studios, Ilex Games",1,75.6,750000.0,2092,0.75
Toadman Interactive,1,66.7,75000.0,9427,0.08
"Toadman Interactive, Artplant",1,78.7,3500000.0,374,3.5
"Toadman Interactive, Fatshark",1,78.2,150000.0,7485,0.15
ToastieLabs,1,96.2,750000.0,2203,0.75
Toasty Leaf AB,1,51.2,150000.0,6068,0.15
Tobias Springer,1,96.2,350000.0,2741,0.35
Toge Productions,3,91.7,650000.0,3325,0.65
Tokyo RPG Factory,1,71.9,75000.0,9577,0.08
Tomasz Wacławek,1,69.7,350000.0,5563,0.35
"Tomi Maarela, Elias Viglione",1,83.5,350000.0,2991,0.35
Tomkorp Computer Solutions Inc.,1,75.7,350000.0,4663,0.35
Tomoaki Sugeno,1,69.9,350000.0,3946,0.35
Tomorrow Arts,1,33.1,150000.0,9160,0.15
Tomorrow Corporation,3,94.1,1850000.0,2280,1.85
Tomás Esconjaureguy,1,95.8,150000.0,8301,0.15
"Tony Muñoz, Dario Carnelutti",1,27.1,75000.0,9910,0.08
Too Kind Studio,1,65.2,350000.0,5441,0.35
"Too Kyo Games, Media.Vision Inc.",1,89.1,350000.0,5278,0.35
ToonTRAXX Studios,1,67.8,150000.0,5868,0.15
Toontraxx Studios,1,68.8,1500000.0,977,1.5
"Top Right Corner, Yarvo Productions, Paper Crane Games",1,86.1,150000.0,7476,0.15
Top3Line s.r.o.,1,73.7,75000.0,9811,0.08
Topware Interactive,1,84.7,1500000.0,909,1.5
Torn Banner Studios,3,70.1,11350000.0,137,11.35
Torpor Games,1,93.4,750000.0,1509,0.75
Torrunt,1,87.5,150000.0,6895,0.15
Tortuga Team,2,80.5,7650000.0,223,7.65
Total Mayhem Games,5,87.3,5250000.0,725,5.25
Totally Games,2,79.1,300000.0,6157,0.3
TotallyNotReptillian,1,68.3,150000.0,6621,0.15
Toukana Interactive,1,96.5,1500000.0,1169,1.5
Tour De Pizza,1,98.4,1500000.0,884,1.5
Touz,1,37.5,150000.0,8985,0.15
Tower Games,1,78.9,150000.0,9342,0.15
Toxic Dog,1,80.4,1500000.0,1221,1.5
Toxic Games,2,83.6,1100000.0,2478,1.1
Toys for Bob,1,79.9,150000.0,8498,0.15
"Toys for Bob, Beenox, Activision Shanghai, Hardsuit Labs, Iron Galaxy Studios",1,86.8,350000.0,4199,0.35
"Toys for Bob, Iron Galaxy Studios",1,94.0,1500000.0,952,1.5
Traega Entertainment,1,77.7,75000.0,9628,0.08
Tragnarion Studios,1,64.2,150000.0,6175,0.15
TrampolineTales,1,93.4,350000.0,2738,0.35
Transhuman Design,2,88.2,900000.0,1973,0.9
"Transhuman Design, Soldat Team",1,94.6,350000.0,3223,0.35
"Trashmasters, Zoom Platform",1,45.1,350000.0,3746,0.35
Traveller's Tales,10,90.9,7950000.0,981,7.95
"Traveller's Tales, Feral Interactive (Mac)",1,80.8,1500000.0,1222,1.5
"Traveller's Tales, TT Games",1,85.7,1500000.0,986,1.5
"Traveller's Tales, TT Games, Feral Interactive (Mac)",2,86.0,1500000.0,1700,1.5
Travis Miller,1,95.1,150000.0,8450,0.15
TreeFortress Games,2,88.9,300000.0,7246,0.3
Trepang Studios,1,93.4,750000.0,2247,0.75
TrerPlay,1,82.2,150000.0,8573,0.15
Trese Brothers,4,87.6,1400000.0,2021,1.4
"Trey Powell, Jason Bond",1,98.0,350000.0,5559,0.35
Treyarch,5,88.5,17500000.0,266,17.5
"Treyarch, Aspyr (Mac)",1,84.3,7500000.0,123,7.5
"Treyarch, Raven Software, Beenox, High Moon Studios, Activision Shanghai, Sledgehammer Games, Infinity Ward, Demonware, Toys for Bob",1,58.8,75000000.0,5,75.0
"Treyarch, Raven Software, High Moon Studios, Beenox, Activision Shanghai, Sledgehammer Games",1,80.1,750000.0,1466,0.75
Triangle Factory,1,84.6,150000.0,7953,0.15
Triangle Studios,2,73.8,500000.0,4376,0.5
Triangle!,1,77.1,75000.0,9410,0.08
Triassic Games,1,90.1,75000.0,9659,0.08
Triband,1,93.7,350000.0,4033,0.35
Tribe Studios,1,60.2,750000.0,2217,0.75
"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",1,75.9,150000.0,7234,0.15
Tributary Games,1,88.8,150000.0,8598,0.15
Tribute Games Inc.,4,77.1,1600000.0,2666,1.6
Trickjump Games,1,72.7,150000.0,5724,0.15
Trickjump Games Ltd,1,57.3,350000.0,3334,0.35
Trickster Arts,1,78.7,150000.0,9243,0.15
Tricktale,1,73.9,150000.0,8667,0.15
Trident Game Studio,1,62.3,150000.0,8233,0.15
Trigger Happy Interactive,1,95.0,350000.0,2917,0.35
Triiodide Studios,1,87.5,750000.0,1553,0.75
Trilobyte Games,1,67.4,75000.0,9950,0.08
Trilum Studios,1,93.7,350000.0,3724,0.35
"Trine Studios, G3 Community Patch Team, Mad Vulture Games",1,49.7,350000.0,4369,0.35
Trinity Team,2,88.6,425000.0,5519,0.42
Trinket Studios,1,95.5,150000.0,6055,0.15
Trion Worlds,3,69.7,4600000.0,377,4.6
Triple.B.Titles,2,86.4,500000.0,5027,0.5
Tripwire Interactive,6,83.6,12350000.0,247,12.35
"Tripwire Interactive, Anti Matter Games",1,99.1,750000.0,2486,0.75
Triskell Interactive,2,71.3,500000.0,2827,0.5
Triternion,1,80.3,3500000.0,416,3.5
Triumph Studios,9,85.2,6250000.0,992,6.25
Triverske,1,80.4,150000.0,7605,0.15
Troglobytes Games,1,87.1,150000.0,6886,0.15
Troika Games,2,92.0,1100000.0,2030,1.1
Trophy Games,1,76.2,150000.0,7709,0.15
Trophy Games ApS,1,75.7,75000.0,9868,0.08
TroyHolman,1,86.0,350000.0,3670,0.35
Trumbus,1,79.2,150000.0,9344,0.15
Tuatara Games,1,85.0,150000.0,8387,0.15
Tudor Sandru,1,61.9,150000.0,6745,0.15
Tunnel Vision Games,1,91.4,350000.0,3578,0.35
Tunnel Vision Studio,1,66.8,150000.0,8889,0.15
Tupã Games,1,73.8,150000.0,6626,0.15
Tuque Games,2,64.4,700000.0,4914,0.7
Turmoil Games,1,81.1,150000.0,7534,0.15
Turn 10,1,47.6,1500000.0,1270,1.5
Turning Wheel LLC,1,92.5,750000.0,2038,0.75
Turquoise Revival Games,2,83.7,300000.0,6389,0.3
Turtle Juice,1,59.7,75000.0,9766,0.08
Turtle Rock Studios,2,69.2,9000000.0,149,9.0
Tuxedo Labs,1,95.6,3500000.0,445,3.5
Tvr Games,1,55.8,150000.0,8999,0.15
Twerk Games®,1,80.9,350000.0,3763,0.35
Twice Circled,2,86.2,700000.0,4693,0.7
Twilight Sonata Studio,1,71.9,150000.0,6962,0.15
Twin Earth,2,90.3,300000.0,8988,0.3
"Twin Hearts, Secret Level Studios",1,72.0,150000.0,7170,0.15
"Twin Sails Interactive, Playsoft",1,76.1,150000.0,8428,0.15
"Twinbeard, Inc.",1,94.9,150000.0,5936,0.15
Twisted Corridor,1,88.0,350000.0,5317,0.35
Twisted II Studio,1,84.2,150000.0,8354,0.15
Two Horizons,1,79.0,150000.0,8782,0.15
Two Point Studios,3,91.3,2600000.0,847,2.6
Two Star Games,4,88.0,2750000.0,1273,2.75
Two Tribes,5,87.8,1350000.0,2862,1.35
Two and a Half Studios,1,98.3,750000.0,2327,0.75
TwoWizards,1,86.7,350000.0,5558,0.35
"Ty Taylor, Spotted Zebra, Justin Nafziger, Vega Castañeda",1,76.3,150000.0,5961,0.15
"Ty Taylor, Vega Castañeda",1,87.1,350000.0,2925,0.35
Typhoon,1,87.2,350000.0,3852,0.35
U-Secret Studio,1,64.9,150000.0,6875,0.15
U.Ground Game Studio,1,59.8,1500000.0,1226,1.5
U.S. Army,2,74.6,5000000.0,462,5.0
UAB Detis,1,78.4,150000.0,7218,0.15
UL Solutions,1,93.5,1500000.0,1123,1.5
ULTRA ULTRA,1,77.3,150000.0,6422,0.15
UMEO Studios,2,73.2,500000.0,5155,0.5
UNDEAD BATTERY,1,85.0,350000.0,3195,0.35
"UNDEFEATED Games, Indie-us Games",1,87.5,750000.0,1451,0.75
UPLAY Online,3,70.6,975000.0,1849,0.98
URSE Games,1,76.0,75000.0,9686,0.08
"USERJOY Technology Co.,Ltd.",9,84.7,3075000.0,1465,3.08
Uber Entertainment,1,78.9,350000.0,4304,0.35
"Ubik Studios, Stratera Games",1,92.8,150000.0,7793,0.15
Ubisoft,12,79.7,14350000.0,336,14.35
Ubisoft  Shanghaï,2,74.4,700000.0,3612,0.7
Ubisoft - San Francisco,1,91.4,350000.0,4140,0.35
"Ubisoft - San Francisco, Ubisoft - Osaka",1,89.0,750000.0,1714,0.75
"Ubisoft Annecy, Ubisoft Belgrade, Ubisoft Kyiv, Ubisoft Pune, Ubisoft Odesa",1,83.9,750000.0,1669,0.75
"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",1,82.4,1500000.0,949,1.5
Ubisoft Blue Byte,3,74.5,375000.0,8897,0.38
Ubisoft Bordeaux,1,75.1,350000.0,4497,0.35
"Ubisoft Bulgaria, Ubisoft Montpellier",1,84.0,150000.0,6340,0.15
Ubisoft Entertainment,2,66.7,5000000.0,517,5.0
Ubisoft Ivory Tower,1,78.4,350000.0,3876,0.35
Ubisoft Mainz,2,81.4,2250000.0,1207,2.25
Ubisoft Montpellier,6,86.2,2900000.0,1750,2.9
Ubisoft Montreal,22,78.1,62100000.0,24,62.1
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",1,89.4,3500000.0,480,3.5
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",1,84.3,3500000.0,301,3.5
"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",1,80.9,3500000.0,285,3.5
"Ubisoft Montreal, Ubisoft Kiev, Ubisoft Shanghai",1,75.7,1500000.0,690,1.5
"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",1,69.5,7500000.0,211,7.5
Ubisoft Montréal,1,91.7,750000.0,1964,0.75
Ubisoft Paris,1,73.1,750000.0,1823,0.75
Ubisoft Paris Studio,1,89.4,350000.0,2755,0.35
"Ubisoft Paris, Red Storm Entertainment",1,69.7,350000.0,2952,0.35
"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",1,79.9,3500000.0,347,3.5
Ubisoft Pune,1,42.3,750000.0,1476,0.75
"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",1,88.9,7500000.0,229,7.5
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",1,80.1,3500000.0,617,3.5
Ubisoft Reflections,1,89.8,150000.0,8114,0.15
Ubisoft Romania,2,57.0,300000.0,5766,0.3
Ubisoft San Francisco,1,84.6,3500000.0,648,3.5
Ubisoft Sofia,1,53.7,350000.0,4189,0.35
"Ubisoft Sofia, Ubisoft Kiev",1,85.5,1500000.0,1086,1.5
Ubisoft Toronto,2,68.6,1850000.0,749,1.85
"Ubisoft Toronto, Ubisoft Montreal, Ubisoft Kyiv, Ubisoft Shanghai, Ubisoft Berlin",1,71.5,750000.0,1766,0.75
"Ukrainian Bears, Hideo Milos",1,73.1,750000.0,2360,0.75
Ultima Games,1,38.3,150000.0,8550,0.15
Ultimate Games S.A.,1,74.0,150000.0,8393,0.15
Ultimo Games,1,95.8,150000.0,7668,0.15
Ultravision Interactive,1,66.5,150000.0,7682,0.15
Ulysses Games,1,57.8,150000.0,5947,0.15
Umami Tiger (Matthias Linda),1,90.2,350000.0,4721,0.35
Unbound Creations,1,89.4,350000.0,5633,0.35
Uncommon UTD,1,90.3,150000.0,8156,0.15
Undaunted Games,1,61.8,750000.0,1967,0.75
Undead Labs,3,83.1,5750000.0,542,5.75
Underdog Games,1,88.1,150000.0,7574,0.15
Unfold Games,1,94.0,350000.0,3442,0.35
Unfrozen,1,85.7,750000.0,1815,0.75
Unicorn Games Studio,1,56.7,150000.0,9275,0.15
Unicube,1,46.1,350000.0,5233,0.35
"Unicube, Team 17 Digital Ltd",1,81.6,350000.0,3029,0.35
Unigine Corp.,1,57.5,350000.0,3419,0.35
Unique Media,1,85.2,150000.0,7237,0.15
United Front Games,1,94.4,1500000.0,748,1.5
"United Front Games, Feral Interactive (Mac)",1,93.6,3500000.0,579,3.5
"United Independent Entertainment, Crafty Studios",1,54.1,150000.0,7620,0.15
Unknown Worlds Entertainment,4,89.4,12650000.0,117,12.65
Unlimited Fries,1,97.7,350000.0,5179,0.35
Unreal Software,1,90.1,1500000.0,900,1.5
Untame,1,84.3,150000.0,6088,0.15
Untitled Studio,2,88.3,500000.0,2784,0.5
Unusualsoft,1,84.6,1500000.0,1438,1.5
Unwonted Studios,1,77.6,150000.0,7874,0.15
Unwound Games,1,88.2,150000.0,9190,0.15
"Upper One Games, E-Line Media",1,80.8,750000.0,2577,0.75
Uppercut Games Pty Ltd,1,75.9,350000.0,4611,0.35
Upstream Arcade,2,82.6,500000.0,4591,0.5
Upturn Games,2,81.0,225000.0,9052,0.22
Urban Games,3,79.3,3350000.0,916,3.35
Urban Wolf Games Inc.,1,75.8,350000.0,5308,0.35
Urnique Studio,1,94.2,350000.0,3851,0.35
"Urvogel Games, LLC",1,60.7,150000.0,7112,0.15
Us:track,1,90.7,150000.0,8898,0.15
Utopian World of Sandwiches,1,69.7,350000.0,3800,0.35
Uuvana Studios,1,68.5,150000.0,6844,0.15
V1 Interactive,1,51.0,750000.0,2088,0.75
VALOFE,3,57.7,5750000.0,458,5.75
"VALOFE, NEXON",3,61.4,1450000.0,1727,1.45
"VALOFE, NS STUDIO",1,75.9,15000000.0,69,15.0
"VALOFE, Webzen",1,71.4,750000.0,1972,0.75
VARSAV Game Studios,2,74.0,300000.0,8973,0.3
VDimension,1,95.8,350000.0,4547,0.35
VEOM Studio,1,76.9,150000.0,9345,0.15
VEWO Interactive Inc.,2,90.1,500000.0,3036,0.5
VGstudio,5,67.7,1275000.0,3973,1.27
"VINE, Yacht Club Games",1,91.1,150000.0,9360,0.15
VIS-Games,1,65.7,350000.0,3775,0.35
VOID Interactive,1,89.2,7500000.0,217,7.5
VRChat Inc.,1,75.6,35000000.0,40,35.0
VRESKI,1,74.4,150000.0,6813,0.15
VStep,1,50.8,350000.0,4793,0.35
VaMP He,1,86.0,350000.0,3878,0.35
VaNyuHa,1,58.9,150000.0,8375,0.15
Vaclav Hudec,1,84.2,750000.0,2485,0.75
Vae Victis Games,1,50.8,350000.0,3794,0.35
Vagabond Dog,1,74.5,350000.0,3914,0.35
"Vaka Game Magazine, Makoto Sanada",1,94.9,150000.0,7553,0.15
Valera Entertainment,1,85.1,750000.0,2263,0.75
Valhalla Cats,1,82.9,150000.0,7105,0.15
Valiant,1,47.3,1500000.0,1335,1.5
Valko Game Studios,1,85.1,1500000.0,1367,1.5
"Valkyrie Entertainment, LLC",1,74.8,750000.0,1630,0.75
Valorware,1,86.5,150000.0,8663,0.15
Valsar,2,90.5,300000.0,8994,0.3
Valve,33,88.1,530400000.0,0,530.4
"Valve, NEXON",1,66.4,7500000.0,195,7.5
Vambear Games,1,29.7,750000.0,1995,0.75
Vanguard Games,1,86.1,350000.0,4956,0.35
"Vanguard Games, 343 Industries",1,78.4,350000.0,2750,0.35
Vanimals,1,79.7,150000.0,6242,0.15
Vankrupt Games,1,89.5,1500000.0,1369,1.5
VaragtP,4,80.8,1000000.0,2830,1.0
VarnGameDev,1,85.5,150000.0,6414,0.15
"Vasily Voronkov, Ryan Joseph, Peter Kosyh",1,82.8,150000.0,9140,0.15
Vaulted Sky Games,1,76.8,350000.0,2851,0.35
Vawraek Technology Inc.,1,47.8,350000.0,4127,0.35
"Vblank Entertainment, Inc.",1,88.1,350000.0,3723,0.35
VecFour Digital,1,56.6,75000.0,9740,0.08
Vector bundle,1,32.8,150000.0,6809,0.15
Vector3 Studio,1,81.8,750000.0,2371,0.75
VectorStorm Pty Ltd,1,86.2,150000.0,9295,0.15
Veelhoek Studios,1,72.3,75000.0,9386,0.08
Veewo Games,1,86.2,3500000.0,624,3.5
Velan Studios,1,85.5,750000.0,1673,0.75
Vellocet,1,87.4,150000.0,8298,0.15
Velocious Technologies,1,75.6,150000.0,9187,0.15
Veratrum,1,77.8,75000.0,9823,0.08
"Vercidium, Rocket Skeleton",1,82.1,350000.0,3399,0.35
Vermillion Digital,1,87.5,150000.0,6904,0.15
Vertigo Games,2,63.4,500000.0,4239,0.5
Vertigo Games America,1,54.2,750000.0,1760,0.75
"Vertigo Games, Jaywalkers Interactive",1,79.4,750000.0,1581,0.75
Vertigo Gaming Inc.,3,91.6,1250000.0,1742,1.25
Veslo Games,1,86.0,75000.0,9471,0.08
ViJuDa,1,89.2,150000.0,6550,0.15
ViVa Games,1,84.6,150000.0,8769,0.15
"Vicarious Visions, Iron Galaxy Studios",2,91.7,1850000.0,1144,1.85
"Vicious Cycle Software, Inc.",1,87.6,150000.0,8797,0.15
"Victor Solodilov, Denis Novikov",1,90.6,3500000.0,237,3.5
Victory Lap Games,1,57.2,350000.0,4114,0.35
Vidas Salavejus,1,59.1,350000.0,5234,0.35
Videocult,1,94.1,1500000.0,746,1.5
ViewApp,1,76.1,150000.0,8072,0.15
Vigil Games,1,89.3,3500000.0,573,3.5
VikTor,2,39.8,300000.0,7806,0.3
Viking Game Studio,1,91.5,350000.0,3814,0.35
Viking Tao,1,70.2,150000.0,6595,0.15
Vile Monarch,4,87.4,1000000.0,2767,1.0
Villa Gorilla,1,96.2,350000.0,3874,0.35
Vincent Lade,1,82.0,75000.0,9683,0.08
Vintage Digital Revival,1,90.0,150000.0,8642,0.15
"Virgin Interactive Entertainment, PriitK",1,88.5,75000.0,9921,0.08
Virtual Basement LLC,1,59.5,350000.0,3143,0.35
"Virtual Basement LLC, Code Headquarters LLC",1,81.6,750000.0,1905,0.75
