publisher,game_count,total_owners,avg_positive_ratio,total_reviews,avg_price_eur,peak_ccu,total_owners_M
"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",1,3500000.0,87.9,39791,0.0,84,3.5
"Proletariat, Inc.",1,3500000.0,86.5,14006,0.0,1,3.5
hasuhasu,1,3500000.0,90.0,119429,2.99,672,3.5
"Crystal Dynamics, Feral Interactive (Mac), Feral interactive (Linux)",1,3500000.0,83.9,79443,39.99,582,3.5
"2K, Aspyr (Linux)",1,3500000.0,79.2,42379,20.99,437,3.5
Rebuilt Games,1,3500000.0,88.8,53814,14.99,1096,3.5
Rec Room,1,3500000.0,89.5,71223,0.0,1510,3.5
Raptor Byte,1,3500000.0,84.7,16478,0.0,12,3.5
"Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",1,3500000.0,94.1,136180,29.99,777,3.5
1939 Games,1,3500000.0,73.8,38679,0.0,4796,3.5
10 Chambers,1,3500000.0,84.3,62097,13.19,307,3.5
vanripper,1,3500000.0,97.8,124918,0.0,75,3.5
vikingfabian,1,3500000.0,91.6,723,0.0,1,3.5
"鬼谷工作室, Lightning Games",1,3500000.0,53.3,227104,19.99,4116,3.5
Creaky Corpse Ltd,1,3500000.0,70.3,26801,0.0,647,3.5
Studio Wildcard,1,3500000.0,66.4,11692,4.49,43,3.5
"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",1,3500000.0,83.3,37200,0.0,46,3.5
"Team17, Veewo Games",1,3500000.0,86.2,23140,19.99,161,3.5
"Cygames, Inc., Cygames Korea Inc.",1,3500000.0,73.7,14714,0.0,1122,3.5
DeadDevsTellNoLies,1,3500000.0,94.9,67435,0.0,4704,3.5
Crowbar Collective,1,3500000.0,95.2,127693,19.99,907,3.5
（Hong Kong）GKD,1,3500000.0,82.2,26682,0.0,656,3.5
THS,1,3500000.0,89.3,24888,6.99,5667,3.5
"Square Enix, Feral Interactive (Mac)",1,3500000.0,93.6,69029,19.99,524,3.5
"LucasArts, Aspyr (Mac), Disney, Lucasfilm",1,3500000.0,91.1,31738,9.99,424,3.5
Ironward,1,3500000.0,70.9,2501,9.99,5,3.5
BlackSpot Entertainment,1,3500000.0,59.7,9055,0.0,9,3.5
Lo-Fi Games,1,3500000.0,95.5,98135,11.99,5412,3.5
"META Publishing, Owlcat Games",1,3500000.0,83.9,38496,19.99,1874,3.5
System Era Softworks,1,3500000.0,92.1,128956,29.99,988,3.5
Hinterland Studio Inc.,1,3500000.0,90.5,112575,19.99,2575,3.5
Toadman Interactive,1,3500000.0,78.7,15181,0.0,4,3.5
Space Budgie,1,3500000.0,71.1,11316,0.0,0,3.5
Berserk Games,1,3500000.0,94.4,70660,19.99,5021,3.5
Moon Studios GmbH,1,3500000.0,78.3,50533,39.99,947,3.5
Muse Games,1,3500000.0,89.9,14645,4.99,16,3.5
Shining Rock Software LLC,1,3500000.0,90.4,42246,19.99,477,3.5
Bennett Foddy,1,3500000.0,82.4,77003,7.99,192,3.5
NTTGame,1,3500000.0,50.4,10886,0.0,1421,3.5
"Galactic Cafe, Klei Publishing",1,3500000.0,92.4,44982,14.99,21,3.5
Sandbox Interactive GmbH,1,3500000.0,78.9,83074,0.0,8184,3.5
Creepy Jar,1,3500000.0,86.0,80604,2.79,1656,3.5
"KW Studios, RaceRoom Entertainment AG",1,3500000.0,75.4,23618,0.0,431,3.5
Headup,13,3475000.0,76.6,30436,11.76,40,3.48
Thunderful Publishing,11,3450000.0,86.4,36810,6.9,701,3.45
indie.io,11,3450000.0,79.1,42138,18.26,740,3.45
Volens Nolens Games,12,3400000.0,66.9,6745,4.27,10,3.4
Dear Villagers,12,3400000.0,80.0,35514,6.51,53,3.4
Serenity Forge,8,3400000.0,80.4,74265,11.15,76,3.4
北京网元圣唐娱乐科技有限公司,4,3350000.0,76.1,60847,21.99,103,3.35
DSGame,13,3350000.0,78.2,43148,3.6,61,3.35
Edmund McMillen,3,3350000.0,87.4,67681,7.99,213,3.35
"Epic Games, Inc.",3,3350000.0,93.6,12419,0.0,39,3.35
Game for people,4,3350000.0,81.6,4196,0.99,4,3.35
Artifex Mundi,24,3300000.0,84.1,23810,9.74,5,3.3
Neon Doctrine,8,3275000.0,86.4,42402,5.95,114,3.28
Kasedo Games,6,3175000.0,79.1,39955,22.03,180,3.18
Mossmouth,3,3150000.0,93.6,43027,19.99,313,3.15
Excalibur Games,5,3100000.0,75.1,65487,20.99,1488,3.1
2P Games,6,3050000.0,78.6,36592,16.82,7726,3.05
Blazing Griffin,2,3000000.0,74.8,8766,9.99,3,3.0
Kakao Games Europe B.V.,3,3000000.0,52.9,15551,0.0,2,3.0
Siege Camp,2,3000000.0,79.1,45778,22.49,2821,3.0
Digitalmindsoft,2,3000000.0,81.4,47044,24.99,2216,3.0
Madruga Works,2,3000000.0,83.3,26949,19.99,323,3.0
GIANTS Software,2,3000000.0,88.6,58584,22.49,13431,3.0
"Prime Matter, Deep Silver",2,3000000.0,72.8,43523,34.99,469,3.0
ProjectMoon,2,3000000.0,93.9,78441,27.49,1524,3.0
"FYQD-Studio, PLAYISM",2,3000000.0,91.2,71439,13.99,44,3.0
"SEGA, Feral Interactive (Mac/Linux)",2,3000000.0,90.6,15861,0.0,30,3.0
SC Jogos,11,2975000.0,77.1,14026,3.35,169,2.98
Kongregate,4,2950000.0,76.5,14725,0.0,595,2.95
Toplitz Productions,8,2875000.0,72.0,60995,10.9,1366,2.88
Pixel Puzzles,7,2850000.0,77.7,8448,1.53,69,2.85
HFM Games,6,2775000.0,80.0,59508,3.16,170,2.78
"USERJOY Technology Co.,Ltd., Phoenix Game",7,2775000.0,81.9,21404,6.99,323,2.78
Crows Crows Crows,4,2750000.0,88.4,43804,9.24,73,2.75
ESDigital Games,15,2750000.0,71.5,13099,6.32,12,2.75
GSC World Publishing,8,2750000.0,75.6,28856,6.86,124,2.75
Stress Level Zero,4,2750000.0,87.5,54460,24.99,173,2.75
Bandai Namco Entertainment Inc.,7,2725000.0,74.2,76530,33.25,1469,2.72
"GrabTheGames, UpgradePoint",5,2700000.0,86.3,18128,2.78,190,2.7
Might and Delight,6,2700000.0,77.9,18843,17.82,7,2.7
Maximum Entertainment,10,2700000.0,84.4,49679,17.99,338,2.7
"NIS America, Inc.",10,2700000.0,85.8,25915,33.99,92,2.7
Digital Leisure Inc.,4,2675000.0,76.7,76971,2.5,55,2.68
Milkstone Studios,6,2650000.0,86.1,32556,15.49,311,2.65
No More Robots,8,2650000.0,86.5,44927,10.9,190,2.65
Terry Cavanagh,3,2600000.0,94.3,45887,7.66,71,2.6
ScottGames,3,2600000.0,92.6,82142,36.66,196,2.6
Digital Bandidos,3,2600000.0,74.1,45272,1.66,382,2.6
Robot Gentleman,3,2600000.0,89.1,32135,9.66,251,2.6
KillHouse Games,3,2600000.0,95.0,30825,19.66,505,2.6
Sigma Team Inc.,8,2600000.0,80.6,12201,6.86,26,2.6
Fruitbat Factory,5,2500000.0,77.6,31316,8.59,158,2.5
NukGames,6,2500000.0,82.1,10480,3.49,67,2.5
MicroProse Software,4,2475000.0,88.9,34652,34.99,384,2.48
Home Net Games,7,2450000.0,79.6,10457,0.0,20,2.45
Walter Machado,10,2425000.0,87.7,5629,0.55,200,2.42
KOMODO,8,2400000.0,81.7,57644,8.74,76,2.4
My Way Games,8,2400000.0,51.4,8912,8.12,3278,2.4
Zeboyd Digital Entertainment LLC,3,2400000.0,88.2,5828,6.99,2,2.4
Flashbulb,3,2400000.0,89.4,35597,2.74,903,2.4
Jetdogs Studios,12,2400000.0,81.7,14967,2.57,9,2.4
Fireproof Games,5,2350000.0,97.5,81007,9.99,46,2.35
Movie Games S.A.,4,2350000.0,71.8,37256,14.99,145,2.35
Agafonoff,5,2350000.0,83.9,23707,1.65,5,2.35
DigiPen Institute of Technology,4,2350000.0,87.6,40998,0.0,228,2.35
inXile Entertainment,5,2350000.0,78.3,35010,26.19,219,2.35
Thermite Games,5,2300000.0,80.7,22203,10.59,77,2.3
Aspyr,6,2300000.0,73.9,22458,22.5,252,2.3
Soccer Manager Ltd,6,2300000.0,70.7,4484,0.0,15,2.3
SOFTSTAR ENTERTAINMENT,9,2275000.0,76.1,28749,10.43,255,2.28
ROCKFISH Games,2,2250000.0,82.8,22648,34.99,331,2.25
Supra Games,3,2250000.0,89.6,19890,4.86,103,2.25
Giant Army,2,2250000.0,88.4,30399,15.0,357,2.25
Mythwright,3,2250000.0,92.6,62460,22.66,713,2.25
"Donkey Crew, Snail Games USA",2,2250000.0,71.4,36081,29.99,1252,2.25
Destructive Creations,2,2250000.0,81.0,30494,5.26,67,2.25
Poolians.com,2,2250000.0,82.0,26398,0.0,911,2.25
Young Horses,2,2250000.0,95.6,17535,19.99,97,2.25
Łukasz Jakowski Games,2,2250000.0,88.6,59107,6.74,513,2.25
Killmonday Games AB,2,2250000.0,94.6,31103,17.49,80,2.25
HuniePot,2,2250000.0,91.9,33652,8.49,178,2.25
"IndieArk, Shochiku (Japan)",2,2250000.0,94.4,125867,14.99,1806,2.25
Sad Panda Studios,2,2250000.0,88.2,34441,0.0,892,2.25
"Devolver Digital, Croteam",3,2200000.0,91.0,38281,24.99,117,2.2
Revolution Software Ltd,8,2200000.0,80.7,10864,13.49,6,2.2
Prime Matter,8,2200000.0,70.2,19955,16.24,28,2.2
Cellar Door Games,3,2200000.0,91.4,35765,19.99,167,2.2
HandyGames,13,2200000.0,79.4,17589,13.37,808,2.2
Team Reptile,4,2200000.0,94.7,26976,22.24,140,2.2
TECOPARK,3,2200000.0,84.3,33427,4.66,185,2.2
Kyle Seeley,3,2200000.0,91.3,43987,4.99,17,2.2
Ankama Games,4,2150000.0,74.9,12068,0.25,257,2.15
SmashGames,5,2150000.0,90.7,31670,10.99,121,2.15
Team17 Digital,5,2150000.0,71.4,18196,15.19,325,2.15
Alientrap,6,2100000.0,85.0,11966,12.49,9,2.1
Silver Lining Interactive,7,2050000.0,76.2,16639,10.48,241,2.05
101XP,7,2050000.0,81.0,17598,3.85,140,2.05
NVLMaker,7,2050000.0,91.9,38266,6.56,46,2.05
Panic,3,2000000.0,96.4,29804,17.32,100,2.0
BULKHEAD,3,2000000.0,71.1,24550,9.99,4,2.0
"Goblinz Publishing, IndieArk",3,2000000.0,83.2,5174,16.66,127,2.0
Phoenix Game,3,2000000.0,74.9,16792,21.32,94,2.0
Pine Studio,3,2000000.0,95.0,21541,7.32,674,2.0
BANDAI NAMCO Entertainment Europe,4,2000000.0,80.9,31283,18.61,44,2.0
Wadjet Eye Games,11,1975000.0,92.4,16518,11.81,16,1.98
GrabTheGames,9,1950000.0,72.7,6687,1.84,67,1.95
"XSEED Games, Marvelous USA, Inc., Marvelous Europe",8,1925000.0,85.3,27045,36.24,108,1.92
KPL,6,1900000.0,37.6,6179,5.99,0,1.9
Disney,6,1900000.0,78.3,12761,14.99,51,1.9
Suspicious Developments,3,1850000.0,96.7,29706,14.99,159,1.85
Doborog Games,2,1850000.0,92.3,36166,9.99,212,1.85
SuperGG.com,2,1850000.0,69.2,5338,22.49,11,1.85
AtomTeam,3,1850000.0,83.5,15297,13.56,75,1.85
Blackbird Interactive,2,1850000.0,82.6,20962,5.24,270,1.85
RuneStorm,2,1850000.0,91.9,28077,7.74,140,1.85
DANKIE,2,1850000.0,64.4,32106,0.99,3,1.85
PQube,7,1850000.0,81.1,17652,20.13,129,1.85
"EXOR Studios, Surefire.Games",2,1850000.0,92.8,22105,4.94,231,1.85
Codename Entertainment Inc.,2,1850000.0,80.1,17404,0.0,3034,1.85
Xaviant Games,2,1850000.0,56.9,20372,5.0,2,1.85
Game Grumps,2,1850000.0,86.4,7498,7.5,21,1.85
Forthright Entertainment,2,1850000.0,79.2,6541,0.0,3,1.85
"SEGA, Feral Interactive (Mac)",2,1850000.0,81.6,28626,32.49,929,1.85
Wolfire Games,3,1850000.0,83.7,15430,14.99,74,1.85
Failbetter Games,2,1850000.0,83.8,12608,21.99,45,1.85
Joey Drew Studios,3,1850000.0,90.4,45812,17.66,86,1.85
Berzerk Studio,2,1850000.0,91.4,23891,9.99,220,1.85
"GungHo Online Entertainment America, Inc.",2,1850000.0,80.4,8340,9.99,117,1.85
Tomorrow Corporation,3,1850000.0,94.1,19244,14.99,22,1.85
The Game Bakers,2,1850000.0,90.6,17241,22.49,15,1.85
Image & Form Games,3,1850000.0,94.3,21788,1.04,27,1.85
Binary Haze Interactive,2,1850000.0,94.8,52998,24.99,181,1.85
BlackMill Games,2,1850000.0,84.4,52307,14.94,149,1.85
Infogrames,2,1850000.0,81.9,20879,12.49,51,1.85
DL Softworks,2,1850000.0,65.6,4569,2.5,8,1.85
Redaster Studio,2,1850000.0,77.1,38368,1.5,119,1.85
"H2 Interactive Co., Ltd.",6,1825000.0,85.5,20013,19.99,221,1.82
Ultimate Games S.A.,4,1800000.0,76.2,14790,11.24,38,1.8
Plug In Digital,8,1800000.0,76.0,8325,6.38,148,1.8
Wales Interactive,8,1800000.0,75.1,24106,14.99,94,1.8
DreadXP,8,1800000.0,93.0,27920,13.62,264,1.8
Riot Forge,4,1800000.0,87.2,18421,24.99,46,1.8
Snowbird Games,3,1800000.0,70.3,4426,15.32,31,1.8
"SA Industry, BATYSTORE LTD",3,1800000.0,61.4,5168,3.49,3,1.8
Crytivo,9,1750000.0,82.7,25690,18.99,126,1.75
Oddworld Inhabitants,5,1750000.0,82.2,9205,12.19,7,1.75
Blue Wizard Digital,5,1750000.0,88.7,8601,5.8,6,1.75
Spiral Up Games,5,1750000.0,90.2,48090,19.79,1679,1.75
Phat Phrog Studios,5,1750000.0,55.9,2575,1.19,9,1.75
Positech Games,5,1750000.0,77.8,19145,23.99,55,1.75
"Yogscast Games, Gamersky Games",3,1725000.0,87.4,26334,17.66,832,1.72
Assemble Entertainment,6,1700000.0,79.7,12358,3.04,207,1.7
ANPA.US,6,1700000.0,62.6,6950,0.91,1,1.7
Untold Tales,7,1650000.0,79.3,11209,14.42,5,1.65
Wired Productions,7,1650000.0,79.8,22350,9.13,66,1.65
YCJY Games,2,1650000.0,88.2,11567,8.99,8,1.65
"Thekla, Inc.",2,1650000.0,89.8,20290,5.99,103,1.65
Big Blue Bubble,2,1650000.0,87.8,43051,9.99,740,1.65
Ska Studios,2,1650000.0,92.6,23065,13.99,48,1.65
League of Geeks,2,1650000.0,84.8,17245,32.49,61,1.65
Laminar Research,2,1650000.0,88.4,23207,44.99,489,1.65
Hempuli Oy,2,1650000.0,90.6,23391,11.49,269,1.65
Gamious,2,1650000.0,87.0,15084,8.99,767,1.65
Glowstick Entertainment,2,1650000.0,84.6,24085,2.5,162,1.65
Gotcha Gotcha Games,7,1650000.0,87.4,19228,51.42,783,1.65
Clock Wizard Games,2,1650000.0,77.0,22456,17.49,266,1.65
Lince Works,2,1650000.0,82.7,16843,27.49,19,1.65
Doctor Entertainment AB,2,1650000.0,82.2,8850,5.0,4,1.65
Consumer Softproducts,2,1650000.0,92.9,22413,29.99,50,1.65
Scavengers Studio,2,1650000.0,87.4,20251,12.5,1,1.65
Games Operators,3,1650000.0,85.8,37631,9.32,806,1.65
Cheesecake Dev,6,1625000.0,72.2,36826,14.99,119,1.62
Valkyrie Initiative,6,1625000.0,75.4,4671,13.32,75,1.62
IObit,4,1600000.0,79.3,11588,0.0,826,1.6
"GrabTheGames, TheGamesFortress",4,1600000.0,87.8,2629,1.13,9,1.6
HeroCraft PC,7,1575000.0,69.3,9449,9.57,9,1.58
Snail Games USA,3,1575000.0,60.0,25096,17.66,165,1.58
"CAPCOM CO., LTD",4,1525000.0,82.9,10761,19.99,47,1.52
Playa Games GmbH,1,1500000.0,92.5,36593,0.0,1389,1.5
Lavaflame2,1,1500000.0,79.7,21716,0.0,11081,1.5
exosyphen studios,6,1500000.0,63.3,4427,4.03,4,1.5
墨鱼玩游戏,1,1500000.0,91.5,25651,9.99,287,1.5
Define Human Studios,1,1500000.0,50.6,6689,0.0,0,1.5
CyberCoconut,1,1500000.0,74.0,6226,0.0,3,1.5
Libretro,1,1500000.0,89.6,8063,0.0,619,1.5
Sven Co-op team,1,1500000.0,93.6,31316,0.0,112,1.5
"KOEI TECMO GAMES CO., LTD., CE-Asia(Asia)",1,1500000.0,48.6,27688,39.99,151,1.5
KLab Inc.,1,1500000.0,88.6,11884,0.0,1349,1.5
KIXEYE,1,1500000.0,58.6,4885,0.0,290,1.5
Boss Key Productions,1,1500000.0,62.0,9799,0.0,0,1.5
"JumpStart Games, Inc.",1,1500000.0,61.8,5562,0.0,1,1.5
Mechanistry,1,1500000.0,95.5,31678,34.99,3884,1.5
McKay,1,1500000.0,88.7,6185,0.0,80,1.5
Maxim Karpenko,1,1500000.0,95.0,44062,19.99,1589,1.5
Spiderling Studios,1,1500000.0,95.5,49754,14.99,243,1.5
Those Awesome Guys,1,1500000.0,89.6,23233,14.99,21,1.5
MOVE ON USA CO.,1,1500000.0,67.2,8125,0.0,236,1.5
Ivy Sly,1,1500000.0,96.4,31876,4.99,613,1.5
Jagex Limited,1,1500000.0,65.3,18268,0.0,0,1.5
"Hooded Horse, Overhype Studios",1,1500000.0,88.2,24329,8.99,1091,1.5
Tactical Adventures,1,1500000.0,87.2,20393,7.49,396,1.5
Sixense,1,1500000.0,57.1,524,0.0,0,1.5
"Hooded Horse, Acid Wizard Studio",1,1500000.0,95.0,21618,2.99,86,1.5
"CAPCOM Co., Ltd. ",1,1500000.0,88.2,18395,24.99,220,1.5
Acureus,1,1500000.0,84.0,33675,2.99,296,1.5
Miju Games,1,1500000.0,96.0,54316,23.99,7330,1.5
Bitbeast Games,1,1500000.0,81.6,12105,0.0,63,1.5
Microsoft Studios,1,1500000.0,97.0,15836,4.99,2,1.5
Michael Zahniser,1,1500000.0,92.3,6651,0.0,160,1.5
NCSOFT,1,1500000.0,74.9,5100,0.0,0,1.5
NASA,1,1500000.0,90.5,12838,0.0,3,1.5
Bethesda,1,1500000.0,96.5,24984,9.99,345,1.5
Akaba Studio,1,1500000.0,92.8,33890,1.99,92,1.5
Humble North,1,1500000.0,94.3,25292,0.0,1621,1.5
"HypeTrain Digital, RedRuins Softworks",1,1500000.0,82.4,15320,24.99,37,1.5
HyperReuts,1,1500000.0,67.9,948,1.99,0,1.5
Igara Studio,1,1500000.0,99.1,21818,19.99,4541,1.5
The Irregular Corporation,1,1500000.0,93.6,51655,19.99,132,1.5
Heart Machine,1,1500000.0,93.1,17843,19.99,44,1.5
"Monochrome, Inc",1,1500000.0,72.7,15428,9.99,27,1.5
Mirage Creative Lab,1,1500000.0,87.8,14866,9.99,411,1.5
"MrFatcat, Dropsiick",1,1500000.0,81.8,45032,6.99,237,1.5
Tour De Pizza,1,1500000.0,98.4,66693,19.99,367,1.5
"Grapeshot Games, Snail Games USA",1,1500000.0,47.4,42534,29.99,468,1.5
Grease Monkey Games,1,1500000.0,76.4,12126,0.0,91,1.5
G・O・P,1,1500000.0,71.0,10640,0.0,127,1.5
Playful Corp.,1,1500000.0,77.6,30975,24.99,35,1.5
"Playnet, Inc.",1,1500000.0,50.2,3713,0.0,17,1.5
AutoAttack Games,1,1500000.0,86.4,13550,24.99,687,1.5
Infernum Games GmbH,1,1500000.0,42.0,3824,0.0,0,1.5
Infini-Brain inc.,1,1500000.0,83.1,18644,0.0,993,1.5
"Brace Yourself Games, Klei Entertainment",1,1500000.0,95.8,25116,14.99,114,1.5
Creability,2,1500000.0,78.4,11386,0.0,2,1.5
Teeworlds Team,1,1500000.0,88.4,4376,0.0,11,1.5
Aether Studios,1,1500000.0,95.9,35826,29.99,285,1.5
DenchiSoft,1,1500000.0,92.8,5695,0.0,10139,1.5
Cruderocks,1,1500000.0,54.9,5949,0.0,4,1.5
kChamp Games,1,1500000.0,93.3,34893,9.99,297,1.5
"Data Realms, LLC",1,1500000.0,71.7,5985,19.99,4,1.5
 505 Games,1,1500000.0,92.9,39516,39.99,1604,1.5
养蛋人 Egg Hatcher,1,1500000.0,97.8,41180,10.99,553,1.5
艺龙游戏,1,1500000.0,89.2,35117,24.99,62,1.5
Deep Silver ,1,1500000.0,72.9,4851,19.99,6,1.5
"零创游戏(ZerocreationGame), 2P Games",1,1500000.0,96.4,52780,9.99,181,1.5
Demruth,1,1500000.0,95.1,17115,19.99,11,1.5
Desertkun,1,1500000.0,82.0,15361,0.0,9,1.5
DDNet Team,1,1500000.0,89.3,37450,0.0,2679,1.5
mimicryTeam,1,1500000.0,73.1,1012,0.0,0,1.5
lamedeveloper,1,1500000.0,98.0,65810,4.99,686,1.5
Ubisoft Entertainment				,1,1500000.0,61.2,12584,9.99,295,1.5
USM,1,1500000.0,48.7,16060,0.0,848,1.5
UL Solutions,1,1500000.0,93.5,18352,34.99,699,1.5
Carbon Games,1,1500000.0,84.1,10679,0.0,30,1.5
AnukenDev,1,1500000.0,95.8,22266,9.99,658,1.5
Barrel Roll Games,1,1500000.0,88.9,19280,19.99,24,1.5
Glyph Worlds,1,1500000.0,85.8,21854,0.0,507,1.5
Godot Engine,1,1500000.0,85.8,7806,0.0,1024,1.5
Genesz,1,1500000.0,90.2,47427,15.99,377,1.5
Geometa,1,1500000.0,90.0,52942,24.99,1488,1.5
Gigantic Duck Games,1,1500000.0,85.9,8430,0.0,13,1.5
Ghost Ship Publishing,1,1500000.0,86.7,36558,9.09,1300,1.5
"Gearbox Publishing, Aspyr (Mac)",1,1500000.0,88.3,13589,34.99,92,1.5
Ndemic Creations,1,1500000.0,94.4,55664,14.99,1494,1.5
Beam Team Publishing,1,1500000.0,74.4,45828,19.99,256,1.5
"Bat Country Games, LLC",1,1500000.0,78.9,412,2.99,0,1.5
Toukana Interactive,1,1500000.0,96.5,27597,13.99,365,1.5
Greenheart Games,1,1500000.0,95.4,35783,9.99,157,1.5
Trapdoor,1,1500000.0,92.7,15562,9.99,37,1.5
Neverland Entertainment,1,1500000.0,56.3,16969,0.0,3227,1.5
ShareX Team,1,1500000.0,95.6,7524,0.0,2777,1.5
"NEXT Studios, 505 Games",1,1500000.0,96.2,31309,6.99,68,1.5
Grunge Games LTD,1,1500000.0,95.3,34429,0.99,28,1.5
Vulcron,1,1500000.0,73.9,12603,0.0,57,1.5
"Versus Evil, Obsidian Entertainment",1,1500000.0,88.0,18931,39.99,233,1.5
Vankrupt Games,1,1500000.0,89.5,39672,24.99,107,1.5
Vlambeer,2,1500000.0,92.6,24465,6.0,103,1.5
Frost Giant Studios,1,1500000.0,49.8,7483,0.0,36,1.5
WarpFrog,1,1500000.0,96.7,57485,29.99,657,1.5
Another Axiom Inc.,1,1500000.0,91.3,71163,19.99,852,1.5
Unusualsoft,1,1500000.0,84.6,10091,0.49,77,1.5
"V Publishing, Surefire.Games",1,1500000.0,85.4,398,14.99,0,1.5
Omeda Studios,1,1500000.0,73.1,14036,0.0,1816,1.5
Octoshark Studios,1,1500000.0,87.7,5957,0.0,13,1.5
"OP Productions LLC, Free Reign East LLC",1,1500000.0,48.6,11078,0.0,0,1.5
OVALIS INVESTMENTS LIMITED,1,1500000.0,66.0,5147,0.0,6,1.5
"OMOCAT, LLC",1,1500000.0,97.2,80237,19.99,506,1.5
Ember Lab,1,1500000.0,92.1,15240,39.99,43,1.5
Arcen Games,6,1500000.0,71.8,5116,8.53,7,1.5
"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)",1,1500000.0,78.0,52422,59.99,297,1.5
WhisperGames,1,1500000.0,95.6,26958,24.99,742,1.5
"38 Studios, Electronic Arts",1,1500000.0,88.0,12919,0.0,21,1.5
Amistech Games,1,1500000.0,94.6,91394,14.99,1044,1.5
Ammobox Studios,1,1500000.0,87.9,32665,19.99,13,1.5
Star Vault AB,2,1500000.0,56.6,15898,20.0,440,1.5
"Erabit, flanne",1,1500000.0,91.5,27719,4.99,146,1.5
WeirdBeard,1,1500000.0,90.3,15695,4.94,71,1.5
Chalcedony Network,1,1500000.0,93.3,28339,14.99,1524,1.5
"Kabam Games, Inc.",1,1500000.0,78.3,16928,0.0,3279,1.5
Lunarch Studios,1,1500000.0,81.7,1187,0.0,6,1.5
"LucasArts, Lucasfilm, Aspyr (Mac, Linux)",1,1500000.0,93.6,24310,9.99,551,1.5
KayAnimate,1,1500000.0,99.0,37986,0.0,645,1.5
"Funcom, Shiro Games",1,1500000.0,79.7,12520,34.99,203,1.5
Saber Interactive Inc,1,1500000.0,83.1,26058,29.99,1663,1.5
WOLCEN Studio,1,1500000.0,55.9,67677,29.99,30,1.5
"WSS playground, Alliance Arts",1,1500000.0,94.7,47205,15.99,170,1.5
Foulball Hangover,1,1500000.0,86.6,25123,5.24,374,1.5
Sam Barlow,1,1500000.0,89.6,9732,9.99,11,1.5
Number None,1,1500000.0,93.4,9761,14.99,5,1.5
800 North and Digital Ranch,1,1500000.0,84.1,15050,9.99,3,1.5
Valiant,1,1500000.0,47.3,7604,0.0,212,1.5
Valko Game Studios,1,1500000.0,85.1,16258,3.99,179,1.5
Unreal Software,1,1500000.0,90.1,9937,0.0,20,1.5
"Unknown Worlds Entertainment, KRAFTON, Inc.",1,1500000.0,85.3,13139,4.99,95,1.5
"Focus Entertainment, 4Divinity",1,1500000.0,82.0,37995,14.99,466,1.5
Fluppisoft GmbH,1,1500000.0,94.6,50122,19.99,983,1.5
Fish Factory Games,1,1500000.0,86.1,8552,0.55,0,1.5
"Fireshine Games, bilibili",1,1500000.0,92.8,54979,19.99,3688,1.5
Fair Games ApS,1,1500000.0,93.7,17071,9.74,507,1.5
Clever Endeavour Games,1,1500000.0,95.9,48300,14.99,350,1.5
"Worldwalker Games LLC, WhisperGames",1,1500000.0,94.8,17491,24.99,270,1.5
5 Lives Studios,1,1500000.0,71.5,5229,29.99,5,1.5
South East Games,1,1500000.0,95.9,29576,19.99,296,1.5
Soldak Entertainment,1,1500000.0,89.7,9446,0.0,13,1.5
Madbyte Games,1,1500000.0,69.9,7595,0.0,170,1.5
Skullcap Studios,1,1500000.0,74.5,16561,0.0,13,1.5
Perfect World Games,1,1500000.0,69.2,10970,0.0,354,1.5
Other Ocean Group,1,1500000.0,82.7,18899,9.99,16,1.5
Panic Art Studios Ltd,1,1500000.0,68.5,43512,7.99,369,1.5
Osumia Games,1,1500000.0,88.0,16127,14.99,165,1.5
Dreamhaven,1,1500000.0,86.0,15078,14.99,1748,1.5
Zapray Games,1,1500000.0,97.3,19125,9.99,480,1.5
Easy Day Studios Pty Ltd,1,1500000.0,85.9,19469,29.99,165,1.5
ESEA,1,1500000.0,73.1,4177,0.0,1,1.5
EasyAntiCheat Ltd,1,1500000.0,80.6,9695,0.0,3,1.5
"Eek! Games, LLC",1,1500000.0,86.2,14988,24.99,205,1.5
Eggcode,2,1500000.0,92.3,11438,19.99,124,1.5
EarthWork Games,1,1500000.0,92.0,22321,14.99,379,1.5
OpenTTD,1,1500000.0,96.2,14394,0.0,445,1.5
Perfect World Entertainment,1,1500000.0,76.9,7490,0.0,0,1.5
"Paradox Interactive, Paradox Arc",1,1500000.0,82.0,11866,19.99,531,1.5
Perfuse Entertainment,1,1500000.0,90.5,29009,4.49,352,1.5
Eleon Game Studios,1,1500000.0,78.8,33247,19.99,990,1.5
"Eidos Interactive Corp., Feral Interactive (Mac)",1,1500000.0,74.5,23263,19.99,110,1.5
Otter-Co,1,1500000.0,91.1,696,0.0,44,1.5
Pac0master,1,1500000.0,85.2,4297,0.99,10,1.5
"2K, Aspyr (Mac)",1,1500000.0,57.3,56508,29.99,869,1.5
2D BOY ,1,1500000.0,94.4,6155,14.99,20,1.5
Reperio Studios,1,1500000.0,73.3,5167,0.0,6,1.5
Pixile,1,1500000.0,93.6,42367,0.0,364,1.5
PiBoSo,1,1500000.0,94.3,28116,34.99,3605,1.5
Pillow Castle,1,1500000.0,94.6,30151,7.99,65,1.5
